(i-1)tag(i-1)word=O+恶意软件 (i+1)pos(i+1)word=p+针对 (i)word=GoScanSSH (i+1)pos=p (i-1)(i-2)pos=gi+v FRONT_VIRUS=true (i-1)pos=gi (i-1)pos(i-1)word=gi+恶意软件 (i-2)pos=v (i+1)word=针对 (i-2)pos(i-2)word=v+控制 (i)pos=nx (i-2)word=控制 (i)pos(i)word=nx+GoScanSSH (i+2)pos=nproduct (i-1)tag=O (i+2)word=Linux (i+1)(i)pos=p+nx (i+1)(i+2)pos=p+nproduct (i-1)(i-2)tag=O+O (i-2)tag=O (i-1)word=恶意软件 (i)(i-1)pos=nx+gi S-nthreat
(i+1)pos(i+1)word=nproduct+Linux (i-1)tag=S-nthreat (i-1)word=GoScanSSH (i+1)word=Linux (i-2)pos=gi (i-1)tag(i-1)word=S-nthreat+GoScanSSH (i+2)pos=v (i)pos(i)word=p+针对 (i+1)pos=nproduct (i+1)(i+2)pos=nproduct+v (i)(i-1)pos=p+nx (i-2)word=恶意软件 (i)pos=p (i)word=针对 (i-1)(i-2)pos=nx+gi (i-2)tag=O (i-1)(i-2)tag=S-nthreat+O (i-1)pos(i-1)word=nx+GoScanSSH (i+2)word=发起 (i-2)pos(i-2)word=gi+恶意软件 (i-1)pos=nx (i+1)(i)pos=nproduct+p O
(i-1)pos=p (i+1)(i+2)pos=v+vn (i)(i-1)pos=nproduct+p (i+2)pos=vn (i-1)(i-2)tag=O+S-nthreat (i-2)tag=S-nthreat (i+1)word=发起 (i)pos=nproduct (i+1)pos=v (i-1)tag=O (i+2)word=攻击 (i-2)pos(i-2)word=nx+GoScanSSH (i+1)pos(i+1)word=v+发起 (i-1)(i-2)pos=p+nx (i-1)word=针对 (i-1)tag(i-1)word=O+针对 (i)word=Linux (i-2)word=GoScanSSH (i-2)pos=nx (i)pos(i)word=nproduct+Linux (i+1)(i)pos=v+nproduct (i-1)pos(i-1)word=p+针对 O
(i+1)pos=vn (i)(i-1)pos=v+nproduct (i-1)word=Linux (i-1)tag(i-1)word=O+Linux (i+2)pos=w (i-2)pos(i-2)word=p+针对 (i-2)pos=p (i+2)word=， (i+1)word=攻击 (i-1)tag=O (i-1)pos=nproduct (i-1)(i-2)pos=nproduct+p (i-1)(i-2)tag=O+O (i)pos(i)word=v+发起 (i-2)tag=O (i)pos=v (i+1)(i)pos=vn+v (i)word=发起 (i-1)pos(i-1)word=nproduct+Linux (i-2)word=针对 (i+1)pos(i+1)word=vn+攻击 (i+1)(i+2)pos=vn+w O
(i-1)tag(i-1)word=O+发起 (i+1)(i+2)pos=w+m (i-1)word=发起 (i)word=攻击 (i+1)pos=w (i+2)pos=m (i-1)pos(i-1)word=v+发起 (i)(i-1)pos=vn+v (i)pos(i)word=vn+攻击 (i+1)word=， (i-1)pos=v (i-1)tag=O (i-2)pos(i-2)word=nproduct+Linux (i+1)(i)pos=w+vn (i)pos=vn (i-1)(i-2)tag=O+O (i-1)(i-2)pos=v+nproduct (i-2)tag=O (i-2)pos=nproduct (i+2)word=一 (i-2)word=Linux (i+1)pos(i+1)word=w+， O
(i)pos(i)word=w+， (i-2)word=发起 (i-2)pos=v (i+1)pos=m (i-1)tag(i-1)word=O+攻击 (i-1)pos=vn (i+2)word=种 (i+2)pos=q (i)word=， (i-1)tag=O (i-1)pos(i-1)word=vn+攻击 (i)(i-1)pos=w+vn (i)pos=w (i-1)(i-2)pos=vn+v (i-1)(i-2)tag=O+O (i-2)tag=O (i+1)pos(i+1)word=m+一 (i+1)word=一 (i+1)(i+2)pos=m+q (i-2)pos(i-2)word=v+发起 (i-1)word=攻击 (i+1)(i)pos=m+w O
(i-1)word=， (i+2)word=新的 (i+1)pos=q (i-1)tag(i-1)word=O+， (i-2)word=攻击 (i)(i-1)pos=m+w (i+1)word=种 (i-2)pos=vn (i-2)pos(i-2)word=vn+攻击 (i-1)(i-2)pos=w+vn (i-1)pos=w (i+1)(i+2)pos=q+a (i)pos=m (i-1)tag=O (i+1)(i)pos=q+m (i)pos(i)word=m+一 (i-1)(i-2)tag=O+O (i-2)tag=O (i+1)pos(i+1)word=q+种 (i)word=一 (i+2)pos=a (i-1)pos(i-1)word=w+， O
(i+1)pos(i+1)word=a+新的 (i-1)pos=m (i-1)pos(i-1)word=m+一 (i-2)pos=w (i-1)(i-2)pos=m+w (i)word=种 (i+1)(i)pos=a+q (i-1)word=一 (i-1)tag=O (i+2)pos=nx (i)pos=q (i+1)pos=a (i-1)(i-2)tag=O+O (i-2)pos(i-2)word=w+， (i-2)tag=O (i-1)tag(i-1)word=O+一 (i+1)word=新的 (i+2)word=ATM (i+1)(i+2)pos=a+nx (i-2)word=， (i)pos(i)word=q+种 (i)(i-1)pos=q+m O
(i-1)word=种 (i-2)pos(i-2)word=m+一 (i-1)pos=q (i)pos=a (i+1)word=ATM (i)pos(i)word=a+新的 (i+2)pos=gi (i+1)(i+2)pos=nx+gi (i+1)(i)pos=nx+a (i-1)tag(i-1)word=O+种 (i+2)word=恶意软件 (i-2)pos=m (i-2)word=一 (i-1)tag=O (i-1)(i-2)pos=q+m (i-1)pos(i-1)word=q+种 (i)(i-1)pos=a+q (i)word=新的 (i-1)(i-2)tag=O+O (i+1)pos=nx (i-2)tag=O (i+1)pos(i+1)word=nx+ATM O
(i-2)word=种 (i+1)(i+2)pos=gi+nx (i+1)word=恶意软件 (i-1)(i-2)pos=a+q (i)(i-1)pos=nx+a (i+2)word=ATMJackpot (i)pos=nx (i-2)pos=q (i)pos(i)word=nx+ATM (i+1)(i)pos=gi+nx (i+1)pos=gi (i-1)tag=O (i+2)pos=nx NEXT_VIRUS=true (i-1)word=新的 (i-1)pos=a (i-1)tag(i-1)word=O+新的 (i-2)pos(i-2)word=q+种 (i+1)pos(i+1)word=gi+恶意软件 (i-1)(i-2)tag=O+O (i-2)tag=O (i-1)pos(i-1)word=a+新的 (i)word=ATM O
(i-1)tag(i-1)word=O+ATM (i-2)pos(i-2)word=a+新的 (i+2)pos=w (i)word=恶意软件 (i+1)(i)pos=nx+gi (i+2)word=， (i)pos=gi (i-1)tag=O (i+1)(i+2)pos=nx+w (i)(i-1)pos=gi+nx (i-1)pos(i-1)word=nx+ATM (i-2)word=新的 (i+1)word=ATMJackpot (i-1)(i-2)pos=nx+a (i)pos(i)word=gi+恶意软件 (i-1)(i-2)tag=O+O (i+1)pos=nx (i-2)tag=O (i-1)word=ATM (i-2)pos=a (i-1)pos=nx (i+1)pos(i+1)word=nx+ATMJackpot O
(i-1)tag(i-1)word=O+恶意软件 (i)word=ATMJackpot FRONT_VIRUS=true (i-1)pos=gi (i)pos(i)word=nx+ATMJackpot (i+1)(i)pos=w+nx (i+2)word=该 (i-1)pos(i-1)word=gi+恶意软件 (i)pos=nx (i+1)pos=w (i-1)(i-2)pos=gi+nx (i+1)word=， (i-1)tag=O (i+1)(i+2)pos=w+rz (i-1)(i-2)tag=O+O (i+2)pos=rz (i-2)tag=O (i-1)word=恶意软件 (i-2)word=ATM (i)(i-1)pos=nx+gi (i-2)pos=nx (i+1)pos(i+1)word=w+， (i-2)pos(i-2)word=nx+ATM S-nthreat
(i-1)tag(i-1)word=S-nthreat+ATMJackpot (i)(i-1)pos=w+nx (i+1)word=该 (i)pos(i)word=w+， (i-1)tag=S-nthreat (i-2)pos=gi (i-1)pos(i-1)word=nx+ATMJackpot (i+2)pos=gi (i-1)word=ATMJackpot (i+2)word=恶意软件 (i+1)(i)pos=rz+w (i-2)word=恶意软件 (i)word=， (i+1)pos=rz (i+1)(i+2)pos=rz+gi (i-1)(i-2)pos=nx+gi (i)pos=w (i-2)tag=O (i-1)(i-2)tag=S-nthreat+O (i-2)pos(i-2)word=gi+恶意软件 (i+1)pos(i+1)word=rz+该 (i-1)pos=nx O
(i-2)word=ATMJackpot (i)pos(i)word=rz+该 (i-1)word=， (i-1)tag(i-1)word=O+， (i+1)word=恶意软件 (i)pos=rz (i+2)pos=v (i-1)(i-2)tag=O+S-nthreat (i-2)tag=S-nthreat (i-1)pos=w (i+1)(i)pos=gi+rz (i+1)pos=gi (i-1)tag=O NEXT_VIRUS=true (i+1)pos(i+1)word=gi+恶意软件 (i)word=该 (i+2)word=源于 (i-2)pos(i-2)word=nx+ATMJackpot (i-1)(i-2)pos=w+nx (i-2)pos=nx (i)(i-1)pos=rz+w (i-1)pos(i-1)word=w+， (i+1)(i+2)pos=gi+v O
(i-1)(i-2)pos=rz+w (i+2)word=香港 (i-1)tag(i-1)word=O+该 (i-1)pos(i-1)word=rz+该 (i-2)pos=w (i-1)word=该 (i)word=恶意软件 (i+2)pos=ns (i+1)word=源于 (i)pos=gi (i+1)pos=v (i+1)(i)pos=v+gi (i-1)tag=O (i+1)(i+2)pos=v+ns (i)(i-1)pos=gi+rz (i)pos(i)word=gi+恶意软件 (i-1)(i-2)tag=O+O (i-2)pos(i-2)word=w+， (i-2)tag=O (i-1)pos=rz (i+1)pos(i+1)word=v+源于 (i-2)word=， O
(i-1)tag(i-1)word=O+恶意软件 (i+1)word=香港 FRONT_VIRUS=true (i-1)pos=gi (i)word=源于 (i-1)pos(i-1)word=gi+恶意软件 (i+2)word=。 (i+2)pos=w (i-1)(i-2)pos=gi+rz (i-2)word=该 (i)pos(i)word=v+源于 (i-1)tag=O (i+1)pos=ns (i+1)(i+2)pos=ns+w (i-2)pos(i-2)word=rz+该 (i-1)(i-2)tag=O+O (i-2)tag=O (i-1)word=恶意软件 (i)pos=v (i-2)pos=rz (i+1)(i)pos=ns+v (i+1)pos(i+1)word=ns+香港 (i)(i-1)pos=v+gi O
(i+1)(i)pos=w+ns (i-1)(i-2)pos=v+gi (i-2)pos=gi (i+1)word=。 (i+2)word=ATMJackpot (i-1)pos(i-1)word=v+源于 (i+1)pos=w (i)pos=ns (i+1)pos(i+1)word=w+。 (i-2)word=恶意软件 (i)pos(i)word=ns+香港 (i-1)pos=v (i-1)tag=O (i+2)pos=nx (i)word=香港 (i)(i-1)pos=ns+v (i-1)(i-2)tag=O+O (i-2)tag=O (i+1)(i+2)pos=w+nx (i-1)tag(i-1)word=O+源于 (i-2)pos(i-2)word=gi+恶意软件 (i-1)word=源于 O
(i-1)pos(i-1)word=ns+香港 (i-1)(i-2)pos=ns+v (i+1)(i)pos=nx+w (i-2)pos=v (i+2)pos=gi (i+1)(i+2)pos=nx+gi (i+2)word=恶意软件 (i-1)tag=O (i+1)word=ATMJackpot (i)pos=w (i-1)(i-2)tag=O+O (i+1)pos=nx (i-2)tag=O (i-2)pos(i-2)word=v+源于 (i)pos(i)word=w+。 (i-2)word=源于 (i)word=。 (i-1)tag(i-1)word=O+香港 (i+1)pos(i+1)word=nx+ATMJackpot (i-1)word=香港 (i)(i-1)pos=w+ns (i-1)pos=ns O
(i)word=ATMJackpot (i+1)word=恶意软件 (i)pos(i)word=nx+ATMJackpot (i-1)tag(i-1)word=O+。 (i)pos=nx (i+1)(i+2)pos=gi+d (i-1)pos(i-1)word=w+。 (i+1)(i)pos=gi+nx (i-2)pos(i-2)word=ns+香港 (i-1)pos=w (i-1)word=。 (i+2)word=首先 (i+1)pos=gi (i-1)tag=O (i+2)pos=d NEXT_VIRUS=true (i+1)pos(i+1)word=gi+恶意软件 (i-1)(i-2)tag=O+O (i-2)tag=O (i-2)word=香港 (i)(i-1)pos=nx+w (i-2)pos=ns (i-1)(i-2)pos=w+ns S-nthreat
(i-1)tag(i-1)word=S-nthreat+ATMJackpot (i-1)tag=S-nthreat (i+2)word=命名为 (i-1)(i-2)pos=nx+w (i+1)word=首先 (i-1)pos(i-1)word=nx+ATMJackpot (i+2)pos=v (i-2)pos=w (i-1)word=ATMJackpot (i)word=恶意软件 (i-2)word=。 (i-2)pos(i-2)word=w+。 (i)pos=gi (i)(i-1)pos=gi+nx (i)pos(i)word=gi+恶意软件 (i+1)pos(i+1)word=d+首先 (i+1)(i+2)pos=d+v (i-2)tag=O (i-1)(i-2)tag=S-nthreat+O (i+1)(i)pos=d+gi (i-1)pos=nx (i+1)pos=d O
(i-1)tag(i-1)word=O+恶意软件 (i-2)word=ATMJackpot (i)pos=d FRONT_VIRUS=true (i-1)pos=gi (i-1)pos(i-1)word=gi+恶意软件 (i-1)(i-2)tag=O+S-nthreat (i+2)pos=w (i+1)(i+2)pos=v+w (i-2)tag=S-nthreat (i+1)word=命名为 (i-1)(i-2)pos=gi+nx (i)word=首先 (i+1)pos=v (i-1)tag=O (i)pos(i)word=d+首先 (i)(i-1)pos=d+gi (i+1)(i)pos=v+d (i-1)word=恶意软件 (i-2)pos(i-2)word=nx+ATMJackpot (i-2)pos=nx (i+1)pos(i+1)word=v+命名为 (i+2)word=“ O
(i)word=命名为 (i+1)pos(i+1)word=w+“ (i+2)word=Fauxpersky (i-2)pos=gi (i-1)(i-2)pos=d+gi (i+1)(i)pos=w+v (i+1)pos=w (i-1)pos(i-1)word=d+首先 (i-2)word=恶意软件 (i-1)tag=O (i+2)pos=nx (i-1)pos=d (i)pos(i)word=v+命名为 (i-1)(i-2)tag=O+O (i-2)tag=O (i)pos=v (i+1)(i+2)pos=w+nx (i-1)word=首先 (i)(i-1)pos=v+d (i-2)pos(i-2)word=gi+恶意软件 (i+1)word=“ (i-1)tag(i-1)word=O+首先 O
(i-1)word=命名为 (i+1)(i)pos=nx+w (i+2)pos=w (i-1)tag(i-1)word=O+命名为 (i)pos(i)word=w+“ (i)(i-1)pos=w+v (i-1)pos=v (i-1)tag=O (i+1)(i+2)pos=nx+w (i-2)pos=d (i)pos=w (i+1)pos(i+1)word=nx+Fauxpersky (i-1)(i-2)tag=O+O (i+1)pos=nx (i-2)tag=O (i-1)pos(i-1)word=v+命名为 (i-2)pos(i-2)word=d+首先 (i-1)(i-2)pos=v+d (i+2)word=” (i+1)word=Fauxpersky (i-2)word=首先 (i)word=“ O
(i-2)pos(i-2)word=v+命名为 (i+1)pos(i+1)word=w+” (i-1)(i-2)pos=w+v (i+1)(i)pos=w+nx (i-2)pos=v (i)pos=nx (i+2)pos=w (i+1)pos=w (i+1)(i+2)pos=w+w (i-1)pos=w (i-1)pos(i-1)word=w+“ (i+2)word=， (i-1)tag=O (i-1)word=“ (i-1)(i-2)tag=O+O (i-2)tag=O (i-2)word=命名为 (i)word=Fauxpersky (i+1)word=” (i)(i-1)pos=nx+w (i-1)tag(i-1)word=O+“ (i)pos(i)word=nx+Fauxpersky S-nthreat
(i-1)word=Fauxpersky (i)(i-1)pos=w+nx (i+1)(i)pos=w+w (i-1)tag=S-nthreat (i-1)pos(i-1)word=nx+Fauxpersky (i-1)(i-2)pos=nx+w (i-2)pos(i-2)word=w+“ (i-2)pos=w (i-1)tag(i-1)word=S-nthreat+Fauxpersky (i+1)pos=w (i+1)word=， (i)pos(i)word=w+” (i+2)word=因为 (i-2)word=“ (i+2)pos=c (i)pos=w (i+1)(i+2)pos=w+c (i-2)tag=O (i-1)(i-2)tag=S-nthreat+O (i-1)pos=nx (i)word=” (i+1)pos(i+1)word=w+， O
(i)pos(i)word=w+， (i-1)(i-2)tag=O+S-nthreat (i+1)pos(i+1)word=c+因为 (i-2)tag=S-nthreat (i-2)word=Fauxpersky (i-1)pos=w (i)(i-1)pos=w+w (i)word=， (i-1)pos(i-1)word=w+” (i-1)tag=O (i-1)word=” (i+2)pos=nx (i)pos=w (i+1)(i)pos=c+w (i+1)word=因为 (i-2)pos(i-2)word=nx+Fauxpersky (i-1)(i-2)pos=w+nx (i+2)word=Win (i-1)tag(i-1)word=O+” (i-2)pos=nx (i+1)pos=c (i+1)(i+2)pos=c+nx O
(i)pos=c (i-1)(i-2)pos=w+w (i+1)word=Win (i-1)word=， (i+1)(i+2)pos=nx+vn (i-1)tag(i-1)word=O+， (i)pos(i)word=c+因为 (i+2)pos=vn (i-2)pos=w (i-2)pos(i-2)word=w+” (i-1)pos=w (i)word=因为 (i-1)tag=O (i-2)word=” (i+2)word=注册 (i-1)(i-2)tag=O+O (i+1)pos=nx (i-2)tag=O (i+1)(i)pos=nx+c (i)(i-1)pos=c+w (i+1)pos(i+1)word=nx+Win (i-1)pos(i-1)word=w+， O
(i+1)pos=vn (i)word=Win (i-2)pos=w (i)pos=nx (i)(i-1)pos=nx+c (i-1)pos(i-1)word=c+因为 (i+1)(i+2)pos=vn+f (i+1)(i)pos=vn+nx (i)pos(i)word=nx+Win (i+2)word=当中 (i-1)tag=O (i-1)pos=c (i+1)word=注册 (i-1)(i-2)tag=O+O (i-2)pos(i-2)word=w+， (i+2)pos=f (i-2)tag=O (i-1)word=因为 (i+1)pos(i+1)word=vn+注册 (i-2)word=， (i-1)(i-2)pos=c+w (i-1)tag(i-1)word=O+因为 O
(i)word=注册 (i+1)pos(i+1)word=f+当中 (i-1)tag(i-1)word=O+Win (i+2)pos=w (i)(i-1)pos=vn+nx (i+2)word=， (i+1)(i)pos=f+vn (i-1)tag=O (i)pos(i)word=vn+注册 (i-1)(i-2)pos=nx+c (i-1)pos(i-1)word=nx+Win (i+1)word=当中 (i)pos=vn (i-1)(i-2)tag=O+O (i-2)tag=O (i-1)pos=nx (i-2)pos(i-2)word=c+因为 (i-2)pos=c (i+1)(i+2)pos=f+w (i-1)word=Win (i-2)word=因为 (i+1)pos=f O
(i-1)word=注册 (i-1)tag(i-1)word=O+注册 (i-1)(i-2)pos=vn+nx (i)pos=f (i)pos(i)word=f+当中 (i+1)pos=w (i-1)pos=vn (i+2)word=这个 (i+1)word=， (i)word=当中 (i-1)tag=O (i-2)word=Win (i+1)(i+2)pos=w+rz (i-1)(i-2)tag=O+O (i+2)pos=rz (i-2)tag=O (i+1)(i)pos=w+f (i-2)pos(i-2)word=nx+Win (i)(i-1)pos=f+vn (i-2)pos=nx (i+1)pos(i+1)word=w+， (i-1)pos(i-1)word=vn+注册 O
(i)pos(i)word=w+， (i-2)word=注册 (i+1)word=这个 (i+2)pos=v (i-2)pos=vn (i+1)(i)pos=rz+w (i)word=， (i+1)pos(i+1)word=rz+这个 (i-2)pos(i-2)word=vn+注册 (i-1)tag=O (i+1)pos=rz (i-1)(i-2)pos=f+vn (i)pos=w (i+1)(i+2)pos=rz+v (i-1)pos(i-1)word=f+当中 (i-1)(i-2)tag=O+O (i-2)tag=O (i-1)word=当中 (i-1)tag(i-1)word=O+当中 (i+2)word=名为 (i)(i-1)pos=w+f (i-1)pos=f O
(i-1)word=， (i-1)tag(i-1)word=O+， (i+1)word=名为 (i)pos=rz (i+1)(i)pos=v+rz (i+2)word=BranchScope (i-1)pos=w (i)word=这个 (i+1)pos=v (i+1)pos(i+1)word=v+名为 (i-1)tag=O (i+2)pos=nx (i-1)(i-2)pos=w+f (i-1)(i-2)tag=O+O (i-2)pos=f (i-2)tag=O (i+1)(i+2)pos=v+nx (i-2)pos(i-2)word=f+当中 (i)(i-1)pos=rz+w (i-2)word=当中 (i-1)pos(i-1)word=w+， (i)pos(i)word=rz+这个 O
(i)(i-1)pos=v+rz (i-1)(i-2)pos=rz+w (i-1)pos(i-1)word=rz+这个 (i+1)(i)pos=nx+v (i+2)word=的 (i-2)pos=w (i+1)pos(i+1)word=nx+BranchScope (i-1)tag=O (i+2)pos=ude1 (i)word=名为 (i-1)(i-2)tag=O+O (i-2)pos(i-2)word=w+， (i+1)pos=nx (i-2)tag=O (i-1)word=这个 (i)pos=v (i+1)word=BranchScope (i-1)tag(i-1)word=O+这个 (i-1)pos=rz (i+1)(i+2)pos=nx+ude1 (i-2)word=， (i)pos(i)word=v+名为 O
(i+1)pos(i+1)word=ude1+的 (i+1)word=的 (i)pos=nx (i+2)word=新 (i)pos(i)word=nx+BranchScope (i-1)tag(i-1)word=O+名为 (i-1)word=名为 (i+1)pos=ude1 (i-1)pos=v (i-1)tag=O (i-1)pos(i-1)word=v+名为 (i+1)(i+2)pos=ude1+a (i-1)(i-2)tag=O+O (i-2)tag=O (i-2)pos(i-2)word=rz+这个 (i-1)(i-2)pos=v+rz (i-2)pos=rz (i-2)word=这个 (i)(i-1)pos=nx+v (i)word=BranchScope (i+2)pos=a (i+1)(i)pos=ude1+nx S-nthreat
(i-1)tag=S-nthreat (i-2)pos(i-2)word=v+名为 (i+2)word=漏洞 (i+1)pos(i+1)word=a+新 (i-2)pos=v (i-1)(i-2)pos=nx+v (i)pos(i)word=ude1+的 (i-1)pos(i-1)word=nx+BranchScope (i-2)word=名为 (i+1)word=新 (i+1)(i)pos=a+ude1 (i-1)word=BranchScope (i+1)(i+2)pos=a+n (i+2)pos=n (i+1)pos=a (i)(i-1)pos=ude1+nx (i-1)tag(i-1)word=S-nthreat+BranchScope (i)pos=ude1 (i-2)tag=O (i-1)(i-2)tag=S-nthreat+O (i)word=的 (i-1)pos=nx O
(i+1)word=漏洞 (i+1)(i+2)pos=n+rz (i+1)(i)pos=n+a (i-2)word=BranchScope (i)pos=a (i)(i-1)pos=a+ude1 (i-1)tag(i-1)word=O+的 (i+1)pos(i+1)word=n+漏洞 (i-1)(i-2)tag=O+S-nthreat (i+1)pos=n (i-1)pos(i-1)word=ude1+的 (i-2)tag=S-nthreat (i-1)(i-2)pos=ude1+nx (i+2)word=这个 (i-1)word=的 (i)word=新 (i-1)tag=O (i)pos(i)word=a+新 (i-2)pos(i-2)word=nx+BranchScope (i+2)pos=rz (i-2)pos=nx (i-1)pos=ude1 O
